ID(游戏内部名),Health,AttackDamage,BasicAttackThreatGeneration,AttackSpeed,Speed,PointValue,DigAmmount,DigSpeed,Temperament,PhysicalResist,VenomResist,Armour,Evasion,HealthPerSecond,MaxSingleDamage,Piercing,SlowResist,AOEResist,CannotBePickedUp,CannotBeExercuted,CannotBeStunned,CannotBeConfused,CannotFlee,CannotBeStrongPickedUp,CannotBeKnockedBack,FoodHarvestTime,FoodCarryMax,FoodValue,WanderDistance,PickupTime,TargetRadius,ArrivalDistance,ReachableDistance,AttackTolDistance
ExplodingTermiteSoldier3,125.0,9.0,0.30000001192092896,0.699999988079071,300.0,18.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.20000000298023224,0.0,0.0,0,0,0,0,0,0,0,1.0,15,28,500.0,0.5,400.0,44.0,34.0,39.0
UberRainbowLizard1,12500.0,15.0,0.0,1.0,900.0,3000.0,0.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.4000000059604645,0,0,0,0,0,0,0,1.0,15,3000,1500.0,0.5,1400.0,160.0,150.0,90.0
UberAfricanGiantCentipede1,10000.0,40.0,0.0,1.2000000476837158,400.0,3000.0,0.0,1.0,ECreatureTemperament::AttackOnSight,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,3000,1500.0,0.5,1500.0,160.0,150.0,90.0
UberAlligatorbackScorpion1,10000.0,27.0,0.0,1.0,330.0,3000.0,0.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.10000000149011612,0.5,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,3000,500.0,0.5,600.0,160.0,150.0,90.0
UberHuntsmanSpider1,10000.0,200.0,0.0,1.5,1300.0,3000.0,0.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.30000001192092896,1.5,0.0,0.0,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,3000,500.0,0.5,1800.0,75.0,60.0,53.0
UberSunSpider1,10000.0,30.0,0.0,1.0,1000.0,3000.0,0.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,0.4000000059604645,0.4000000059604645,0.0,0,0,0,0,0,0,0,1.0,15,3000,1500.0,0.5,800.0,160.0,150.0,90.0
Larry1,100000.0,300.0,0.0,2.0,300.0,2.0,2.0,0.05000000074505806,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.10000000149011612,0.0,0.800000011920929,0.8999999761581421,0.0,0,0,0,0,0,0,0,5.0,15,0,500.0,0.5,400.0,28.0,20.0,25.0
EuropeanShoreCrab_Huge1,8000.0,24.0,0.0,1.0,490.0,1700.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1400,1500.0,0.5,800.0,500.0,210.0,250.0
EuropeanShoreCrab_Huge2,10000.0,24.0,0.0,1.0,490.0,1700.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1400,1500.0,0.5,800.0,500.0,210.0,250.0
EuropeanShoreCrab_Huge3,12000.0,24.0,0.0,1.0,490.0,1700.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1400,1500.0,0.5,800.0,500.0,210.0,250.0
EuropeanShoreCrab_Huge4,15000.0,24.0,0.0,1.0,490.0,1700.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,1400,1500.0,0.5,800.0,500.0,210.0,250.0
EuropeanShoreCrab_Medium1,700.0,18.0,0.0,1.149999976158142,240.0,325.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,80,500.0,0.5,600.0,160.0,150.0,90.0
EuropeanShoreCrab_Medium2,950.0,24.0,0.0,1.149999976158142,240.0,470.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,120,500.0,0.5,600.0,160.0,150.0,90.0
EuropeanShoreCrab_Medium3,1300.0,32.0,0.0,1.149999976158142,240.0,580.0,50.0,0.699999988079071,ECreatureTemperament::AttackOnSight,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.0,0,0,0,0,0,0,0,1.0,15,150,500.0,0.5,600.0,160.0,150.0,90.0
SandLizard1,4000.0,55.0,0.0,1.0,800.0,1150.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,600,1500.0,0.5,800.0,160.0,150.0,90.0
SandLizard2,5000.0,55.0,0.0,1.0,800.0,1150.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,600,1500.0,0.5,800.0,160.0,150.0,90.0
SandLizard3,6000.0,55.0,0.0,1.0,800.0,1150.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,600,1500.0,0.5,800.0,160.0,150.0,90.0
SandLizard4,8000.0,55.0,0.0,1.0,800.0,1150.0,1.0,1.0,ECreatureTemperament::AttackOnSight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,0.0,0,0,0,0,0,0,0,1.0,15,600,1500.0,0.5,800.0,160.0,150.0,90.0
